2019/05/21-21:42:17.919 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect 
2019/05/21-21:42:18.125 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default' 
2019/05/21-21:42:18.613 [main] INFO  o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor' 
2019/05/21-21:42:18.661 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning 
2019/05/21-21:42:18.873 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8899 (http) with context path '/ams' 
2019/05/21-21:42:18.876 [main] INFO  c.x.springcloud.ams.AmsApplication - Started AmsApplication in 4.122 seconds (JVM running for 4.706) 
2019/05/21-21:42:18.878 [main] INFO  c.x.springcloud.ams.AmsApplication - 	
 系统启动成功 
2019/05/21-21:42:23.360 [http-nio-8899-exec-1] INFO  o.a.c.c.C.[.[localhost].[/ams] - Initializing Spring DispatcherServlet 'dispatcherServlet' 
2019/05/21-21:42:23.361 [http-nio-8899-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet' 
2019/05/21-21:42:23.370 [http-nio-8899-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 9 ms 
2019/05/21-21:42:23.604 [http-nio-8899-exec-1] INFO  c.x.s.a.I.CommonCostInterceptor - request times =220 
2019/05/21-21:42:23.606 [http-nio-8899-exec-1] INFO  c.x.s.a.I.CommonCostInterceptor - request times 1=222 
2019/05/21-21:43:34.850 [http-nio-8899-exec-3] INFO  c.x.s.a.I.CommonCostInterceptor - request times =41460 
2019/05/21-21:43:34.852 [http-nio-8899-exec-3] INFO  c.x.s.a.I.CommonCostInterceptor - request times 1=41462 
2019/05/21-21:44:21.205 [main] INFO  c.x.springcloud.ams.AmsApplication - Starting AmsApplication on xxw with PID 9384 (C:\work\project\xxwgit\ams\target\classes started by 86177 in C:\work\project\xxwgit\ams) 
2019/05/21-21:44:21.208 [main] INFO  c.x.springcloud.ams.AmsApplication - No active profile set, falling back to default profiles: default 
2019/05/21-21:44:21.936 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode. 
2019/05/21-21:44:21.978 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 31ms. Found 0 repository interfaces. 
2019/05/21-21:44:22.356 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$9ce129d3] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019/05/21-21:44:23.135 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8899 (http) 
2019/05/21-21:44:23.164 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat] 
2019/05/21-21:44:23.164 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.17] 
2019/05/21-21:44:23.303 [main] INFO  o.a.c.c.C.[.[localhost].[/ams] - Initializing Spring embedded WebApplicationContext 
2019/05/21-21:44:23.303 [main] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2053 ms 
2019/05/21-21:44:23.502 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting... 
2019/05/21-21:44:23.627 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed. 
2019/05/21-21:44:23.691 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [
	name: default
	...] 
2019/05/21-21:44:23.756 [main] INFO  org.hibernate.Version - HHH000412: Hibernate Core {5.3.9.Final} 
